2018-12-25 23:06:16,Umaymahm,278,46818,b'RT @TrapHouseHitler: 13 year olds getting IphoneX\xe2\x80\x99s for Christmas.. when I was 13 my parents wouldn\xe2\x80\x99t even get me a RuneScape membership'
2018-12-25 23:05:09,mellos10,111,602,"b""Win The Latest Tech available in the Market Today. one Participant will win an iPhoneX don't miss this opportunity. https://t.co/mPuGIZdDR3"""
2018-12-25 23:02:01,j_curran19,546,76152,b'RT @TrapHouseHitler: 13 year olds getting IphoneX\xe2\x80\x99s for Christmas.. when I was 13 my parents wouldn\xe2\x80\x99t even get me a RuneScape membership'
2018-12-25 23:01:43,kevin_mk6,325,9561,b'RT @TrapHouseHitler: 13 year olds getting IphoneX\xe2\x80\x99s for Christmas.. when I was 13 my parents wouldn\xe2\x80\x99t even get me a RuneScape membership'
2018-12-25 23:01:38,cass_janeen,3246,45896,b'Next week... do i go get the iPhoneX or the iPhoneX max?'
2018-12-25 23:00:11,Hernanbrah,477,10869,b'RT @TrapHouseHitler: 13 year olds getting IphoneX\xe2\x80\x99s for Christmas.. when I was 13 my parents wouldn\xe2\x80\x99t even get me a RuneScape membership'
2018-12-25 22:58:55,trapjarod,660,16060,b'RT @TrapHouseHitler: 13 year olds getting IphoneX\xe2\x80\x99s for Christmas.. when I was 13 my parents wouldn\xe2\x80\x99t even get me a RuneScape membership'
2018-12-25 22:58:13,TrapHouseHitler,88249,2227,b'13 year olds getting IphoneX\xe2\x80\x99s for Christmas.. when I was 13 my parents wouldn\xe2\x80\x99t even get me a RuneScape membership'
2018-12-25 22:57:12,jela9ja,6569,2586,b'RT @SleekDeals: \xf0\x9f\x94\xa5 Grab this NAXA Metro Bluetooth(r) Headphones for $15.89!\n\nhttps://t.co/2gvrOsv8Hf \n\n#geek #deals #tech #gamedev #home #tr\xe2\x80\xa6'
2018-12-25 22:52:17,Jazmineseguraaa,1187,12874,b'RT @LG22Tx: in luv w IPhoneX quality!  \xf0\x9f\x98\xbb https://t.co/S6Ep0GuNsI'
2018-12-25 22:50:04,TheCuriousLuke,557,36,"b'RT @AchronixCorp: ""Chiplets Are In Your Future, And The Future Is Now!"" https://t.co/VIGOZzFeCm\n\n#chiplets #machinelearning #mobile #tech #\xe2\x80\xa6'"
2018-12-25 22:49:28,FuseGlitch,184,24,"b'RT @AchronixCorp: ""Chiplets Are In Your Future, And The Future Is Now!"" https://t.co/VIGOZzFeCm\n\n#chiplets #machinelearning #mobile #tech #\xe2\x80\xa6'"
2018-12-25 22:43:48,YusufHassanW,1040,2242,b'Waya sanyashi yayi alkawali.\nHe still owe him an iPhoneX max even in heaven. The problem is even playing with his i\xe2\x80\xa6 https://t.co/SeHmW3n0km'
2018-12-25 22:42:06,maiks182,301,6042,b'RT @wallsbyjfl: #Photography #Mobile Pack shot by JFL \n\n#homescreen #android #ios #iphonex #iphone #pixel2xl #samsung #motorola #lg #wallpa\xe2\x80\xa6'
2018-12-25 22:41:56,Tolanee_xx,1492,12291,b'RT @VIVID_KAAH: @uncle_shamsu @chemicalbrodar @Meeiynalicious @RilwanNajib @Alex_Houseof308 @ObongRoviel @Mahmud_a_laushi @lovelymuslimah_\xe2\x80\xa6'
2018-12-25 22:41:48,maiks182,301,6042,b'RT @wallsbyjfl: #Abstract #Mobile Pack created by JFL\n\n#homescreen #android #ios #iphonex #iphone #pixel2xl #samsung #motorola #lg #wallpap\xe2\x80\xa6'
2018-12-25 22:39:19,maiks182,301,6042,b'RT @wallsbyjfl: #Architecture Pack shot by JFL \n\n#homescreen #android #ios #iphonex #iphone #pixel2xl #samsung #motorola #lg #wallpapers #g\xe2\x80\xa6'
2018-12-25 22:39:12,TheCreationHerm,170,2221,b'Is the IPhoneX worth buying?'
2018-12-25 22:35:28,periccoma,546,2485,b'RT @VIVID_KAAH: @uncle_shamsu @chemicalbrodar @Meeiynalicious @RilwanNajib @Alex_Houseof308 @ObongRoviel @Mahmud_a_laushi @lovelymuslimah_\xe2\x80\xa6'
2018-12-25 22:35:17,jordanhilyard,465,4109,"b'Just like Santa said, 3 ho\xe2\x80\x99s are better than 1!\xf0\x9f\x8e\x85\xf0\x9f\x8f\xbdHO\xe2\x80\x99 HO\xe2\x80\x99 HO\xe2\x80\x99\xf0\x9f\x98\x98\n\xe2\x80\xa2\n\xe2\x80\xa2\n\xe2\x80\xa2\n\xe2\x80\xa2\n\xe2\x80\xa2\n#merrychristmas #iphonex #hohoho\xe2\x80\xa6 https://t.co/EP3UD9kEjV'"
2018-12-25 22:32:57,prettyravejonas,18816,126257,b'RT @VIVID_KAAH: @uncle_shamsu @chemicalbrodar @Meeiynalicious @RilwanNajib @Alex_Houseof308 @ObongRoviel @Mahmud_a_laushi @lovelymuslimah_\xe2\x80\xa6'
2018-12-25 22:29:14,maiks182,301,6042,b'RT @wallsbyjfl: #Wallpaper created by JFL\n\nDownload - All Formats:\nhttps://t.co/6DrGhn9KdA\n\n#homescreen #android #ios #iphonex #iphone #pix\xe2\x80\xa6'
2018-12-25 22:25:17,AccTrails,1020,2,b'RT @SleekDeals: \xf0\x9f\x94\xa5 Grab this NAXA Metro Bluetooth(r) Headphones for $15.89!\n\nhttps://t.co/2gvrOsv8Hf \n\n#geek #deals #tech #gamedev #home #tr\xe2\x80\xa6'
2018-12-25 22:23:56,TobyWallwork,274,7760,b'Moments later I was asked to leave the cookie decorating to the kids\xe2\x80\xa6\n#xmas #xmascookies #iphonex #shotoniphone\xe2\x80\xa6 https://t.co/gxRo2CSHEv'
2018-12-25 22:09:52,IAM_NAMELEZZ,83,670,b'So this girl I met today was with an iPhoneX we got talking wellz time to exchange numbers I brought out my Android\xe2\x80\xa6 https://t.co/pRmgb5qLrX'
2018-12-25 22:05:07,SHOWBOYCJ,6664,8170,b'Lets Go Cali.... 6 Wheel #G63 Benz &amp; #iPhoneX 256Gb\xf0\x9f\x8c\xb2 https://t.co/g6gUJgFWES'
2018-12-25 22:03:01,Benden,1169,327,b'Debbie snoozing in the afternoon sun #cat #cats #instacats #snooze #sleep #today #sunset #christmasday #iphone\xe2\x80\xa6 https://t.co/anBfV4trGn'
2018-12-25 21:58:20,halakhalil_00,478,2572,b'@PicturesFoIder I am pretty sure this is an iPhoneX'
2018-12-25 21:48:33,Abkbamalli,53,358,"b""It's only in hausa movie that a beautiful young lady from the town,with her flashy car and iphonex will go to the v\xe2\x80\xa6 https://t.co/OmxkmI6Vi0"""
2018-12-25 21:46:55,ArckArts,126,14,b'Debbie snoozing in the afternoon sun #cat #cats #instacats #snooze #sleep #today #sunset #christmasday #iphone\xe2\x80\xa6 https://t.co/mvEJShf7Ly'
2018-12-25 21:46:02,TheRoyAiyetin,2297,156,b'RT @VIVID_KAAH: @uncle_shamsu @chemicalbrodar @Meeiynalicious @RilwanNajib @Alex_Houseof308 @ObongRoviel @Mahmud_a_laushi @lovelymuslimah_\xe2\x80\xa6'
2018-12-25 21:45:46,gaiadnt,0,868,b'RT @thegraphicone: MORPH lockscreens\n\n@tylerrjoseph and @joshuadun \n\nStandard and iPhoneX sizes \n\n\xf0\x9f\x93\xb8: @BradHeaton \n\n#NotDone https://t.co/gZ\xe2\x80\xa6'
2018-12-25 21:41:46,i_am_nazij,1875,22833,b'RT @VIVID_KAAH: @uncle_shamsu @chemicalbrodar @Meeiynalicious @RilwanNajib @Alex_Houseof308 @ObongRoviel @Mahmud_a_laushi @lovelymuslimah_\xe2\x80\xa6'
2018-12-25 21:39:21,shuaibu_ngg,480,3237,b'RT @Mr_Emmcap__: Y\xe2\x80\x99all hypocrite bitches shouldn\xe2\x80\x99t slide into Sadiq\xe2\x80\x99s dm begging him for your own iPhoneX please. Respect yourselves.'
2018-12-25 21:36:26,StefanoCaracci1,858,2330,b'Good night guys!\n#me #myself #selfie #night #goodnight #man #guy #boy #teen #instaboy #instaguy #instaman\xe2\x80\xa6 https://t.co/uMi98c8etV'
2018-12-25 21:28:27,paldumais,180,336,b'Is there any fix available for the network connectivity (WiFi &amp; LTE) issue I am experiencing on my iPhone since upd\xe2\x80\xa6 https://t.co/mBEjrIR5yc'
2018-12-25 21:25:49,LisaQ24225255,13,29,"b""I'm trying to win @ProClipUSA giveaway for an #iPhoneX and mounting solution! Enter for your chance to win: https://t.co/AhKQZdIZdQ"""
2018-12-25 21:24:24,itspaulnealnne,45,408,b'@AustinMcbroom you guys are giving away iphoneX @CatherinePaiz or this is scam. https://t.co/bQGAnQgJtW'
2018-12-25 21:22:43,TheTechnologyTm,1835,379,b'RT @SleekDeals: \xf0\x9f\x94\xa5 Grab this NAXA Metro Bluetooth(r) Headphones for $15.89!\n\nhttps://t.co/2gvrOsv8Hf \n\n#geek #deals #tech #gamedev #home #tr\xe2\x80\xa6'
2018-12-25 21:22:39,Down_Univers,669,902,b'RT @SleekDeals: \xf0\x9f\x94\xa5 Grab this NAXA Metro Bluetooth(r) Headphones for $15.89!\n\nhttps://t.co/2gvrOsv8Hf \n\n#geek #deals #tech #gamedev #home #tr\xe2\x80\xa6'
2018-12-25 21:22:34,IndieGameSharer,2001,80,b'RT @SleekDeals: \xf0\x9f\x94\xa5 Grab this NAXA Metro Bluetooth(r) Headphones for $15.89!\n\nhttps://t.co/2gvrOsv8Hf \n\n#geek #deals #tech #gamedev #home #tr\xe2\x80\xa6'
2018-12-25 21:21:15,Game_DevBot,1241,357,b'RT @SleekDeals: \xf0\x9f\x94\xa5 Grab this NAXA Metro Bluetooth(r) Headphones for $15.89!\n\nhttps://t.co/2gvrOsv8Hf \n\n#geek #deals #tech #gamedev #home #tr\xe2\x80\xa6'
2018-12-25 21:20:39,SleekDeals,14727,4727,b'\xf0\x9f\x94\xa5 Grab this NAXA Metro Bluetooth(r) Headphones for $15.89!\n\nhttps://t.co/2gvrOsv8Hf \n\n#geek #deals #tech #gamedev\xe2\x80\xa6 https://t.co/Ffray45bSY'
2018-12-25 21:20:08,InciseG,385,23612,b'RT @JohnCena: Sooo #iPhoneX about #FaceID ...ummmmm .... what do I do?'
2018-12-25 21:17:50,Beckymjacques78,357,2583,"b""I'm trying to win @ProClipUSA giveaway for an #iPhoneX and mounting solution! Enter for your chance to win: https://t.co/Mdpe044c6n"""
2018-12-25 21:16:08,EOLO3AjHjXsOuQu,60,63,b'@shoji_0215 iPhoneX!?'
2018-12-25 21:15:22,Rebootmeonline,148,85,b'iPhoneX titanium case #Apple #Gear #iPhone https://t.co/Rn82DKzabw'
2018-12-25 21:12:46,D_DChris,32,127,b'At Brooklyn Bridge to see NYC #nyc #ny #christmas #newjersey #nj #skyline #sky #bridge #travel #roadtrip #iphone\xe2\x80\xa6 https://t.co/MtGpK8Kdwj'
2018-12-25 21:11:56,CybalaAkpa,360,4986,b'RT @segalink: Visit and subscribe. Maybe you just might win an iPhoneX. \xf0\x9f\x98\x87 https://t.co/Q7d93nJQnD'
2018-12-25 21:09:21,SamItsMe81,9,195,"b'So whether to buy the #iphonexr or the #iphonex, hmm? \xf0\x9f\xa4\x94'"
2018-12-25 21:08:47,_Crazy_And_Lazy,613,1216,"b""RT @abbasaeeyd: @_Crazy_And_Lazy @Waspapping_ @KhadeejahAbdu12 @miss_jalingo @Hajjati_aleeyu @DejiAbubakar Why can't we just believe he has\xe2\x80\xa6"""
2018-12-25 21:08:04,jazzy005,339,1915,"b""I'm trying to win @ProClipUSA giveaway for an #iPhoneX and mounting solution! Enter for your chance to win: https://t.co/jMGWyYhvCU"""
2018-12-25 21:06:55,LegendSportsman,19,25,b'Angry parent breaks kid\xe2\x80\x99s new iPhone8 Becuase kid wanted the iPhoneX!: https://t.co/8qXLBcbkxw via @YouTube'
2018-12-25 21:04:15,Hajjati_aleeyu,1511,3042,"b""RT @abbasaeeyd: @_Crazy_And_Lazy @Waspapping_ @KhadeejahAbdu12 @miss_jalingo @Hajjati_aleeyu @DejiAbubakar Why can't we just believe he has\xe2\x80\xa6"""
2018-12-25 21:03:34,abbasaeeyd,1199,710,"b""@_Crazy_And_Lazy @Waspapping_ @KhadeejahAbdu12 @miss_jalingo @Hajjati_aleeyu @DejiAbubakar Why can't we just believ\xe2\x80\xa6 https://t.co/Gx39Dc2qPq"""
2018-12-25 20:58:51,iamtoflex,1346,1336,"b'Mr real is one hit song kinda musician, from iPhone 7 now his using iPhoneX to sing'"
2018-12-25 20:53:08,sohail2sohail,4138,25331,b'RT @RonHasADong: God bless mom and dad #iphoneX https://t.co/iF1DyOJYvc'
2018-12-25 20:52:25,kristyndante,560,5074,"b'@FOX10Phoenix @USMC @USArmy @USNavy @USCG @USNationalGuard @MarForRes @Norad_Northcom Justin ""Piper""\nClaris Works\xe2\x80\xa6 https://t.co/kiNGCPpr3M'"
2018-12-25 20:50:19,Hoolllabaloo,0,1,b'#iPhoneX has aweful camera. Sun  rays all over the picture. Too much of a trade-off for security and app ecosystem ??'
2018-12-25 20:49:11,HENRY_KAAH,1190,4508,b'@uncle_shamsu @chemicalbrodar @Meeiynalicious @RilwanNajib @Alex_Houseof308 @ObongRoviel @Mahmud_a_laushi\xe2\x80\xa6 https://t.co/e1GbGAMb5q'
2018-12-25 20:48:12,King_ibrex,731,8344,b'RT @CocoMeena: @Maitambari_ @Aamnerh_ @King_ibrex Google Huawei phones. Huawei latest phones are more expensive than iphone and one of thei\xe2\x80\xa6'
2018-12-25 20:47:17,hm_462,1697,4594,b'Dear Santaa :\nIphoneX Gold please !!'
2018-12-25 20:42:23,Survive_thriver,1035,108610,b'RT @coolcam101: People trying to preorder the new iPhone\n #iPhoneX https://t.co/bA7rli39iB'
2018-12-25 20:42:03,LaFleurrRebelle,6696,7068,b'Well I bought *myself* a new MacBook and an IphoneX. So decent lol https://t.co/kIL6wsLjuI'
2018-12-25 20:38:21,CocoMeena,6861,2969,b'@Maitambari_ @Aamnerh_ @King_ibrex Google Huawei phones. Huawei latest phones are more expensive than iphone and on\xe2\x80\xa6 https://t.co/sXpIon5pxE'
2018-12-25 20:35:01,Beautyluv007,3567,17285,b'Who will tell shagari he is also flaunting his iphoneX where are the woke people....Btw you and I get unfinished bu\xe2\x80\xa6 https://t.co/Gs8D2Poa1n'
2018-12-25 20:34:01,AchronixCorp,454,530,"b'""Chiplets Are In Your Future, And The Future Is Now!"" https://t.co/VIGOZzFeCm\n\n#chiplets #machinelearning #mobile\xe2\x80\xa6 https://t.co/XEc30ad83E'"
2018-12-25 20:30:49,RonHasADong,12,79,b'God bless mom and dad #iphoneX https://t.co/iF1DyOJYvc'
2018-12-25 20:27:51,Toolzutunu,398,1131,b'@Dizzy_Pixels Perfume movement/Stealing\nBoyfriend knacks\nWig and 150k\niPhoneX'
2018-12-25 20:21:40,iCloud_phishing,1206,1895,b'\xf0\x9f\x91\x8awow Boomer \xf0\x9f\x92\xa5 \xf0\x9f\x98\xb2 Working in silent iPhoneX\xf0\x9f\x93\xb2 \xf0\x9f\x93\xb4\xf0\x9f\x94\x90\xf0\x9f\x8f\x86Done \xe2\x9c\x85 1 Day https://t.co/F8NIzdHHA2'
2018-12-25 20:21:10,Novik_Dima,9,1735,b'RT @Hotspot4U: Wallpaper Color Designed By \xc2\xa9Hotspot4U\n#iPhone #iphonewallpaper #iPhoneX #backgrounds #iPhoneXS #iPhoneXR #iOS12 #Mojave #Lo\xe2\x80\xa6'
2018-12-25 20:20:34,Fiks_daniel,2730,2072,b'RT @segalink: Visit and subscribe. Maybe you just might win an iPhoneX. \xf0\x9f\x98\x87 https://t.co/Q7d93nJQnD'
2018-12-25 20:19:28,Issaktre,13,446,b'RT @BobMenery: I pray it was an IphoneX https://t.co/Wdks8YkN9D'
2018-12-25 20:17:50,Joseph40930879,20,222,b'@AmgMedikal #Medikal I need iPhoneX to download your songz'
2018-12-25 20:17:38,dylbauer,11,4,b'Merry Christmas to all. And to all a good night #christmas #iphonex #christmastree #letters #family #familyphoto\xe2\x80\xa6 https://t.co/tmqtL3isKy'
2018-12-25 20:16:15,9techeleven,57,206,b'Which concept is the best?\n#apple #iPhone2019 #iPhone #iPhoneX #iPhoneXS #iPhoneXSMax #ios12 #ios13 #concept https://t.co/hWapeMqhAB'
2018-12-25 20:12:08,DelilloLouis,288,9247,b'RT @coolcam101: People trying to preorder the new iPhone\n #iPhoneX https://t.co/bA7rli39iB'
2018-12-25 20:08:56,GetIPhoneX1,91,0,b'RT @BUBBA_MADE: Had a photo shoot with my #iPhoneX and the kids lol Wait til I get my camera. #HappyHolidays #MerryChristmas #OTA https://t\xe2\x80\xa6'
2018-12-25 20:08:53,GetIPhoneX1,91,0,b'RT @BUBBA_MADE: Had a photo shoot with my #iPhoneX and the kids lol Wait til I get my camera. #HappyHolidays #MerryChristmas #OTA https://t\xe2\x80\xa6'
2018-12-25 20:07:16,RVLouie,205,153,b'RT @roblfarren: @ATT your service throughout NYC and Brooklyn on iPhoneX is atrocious. Hardly any LTE and 4G you can\xe2\x80\x99t even load a comments\xe2\x80\xa6'
